航班日期,航班号,航线金额,舱位容量,订座数,行距,机型,起飞时间,到达时间,月份,日,星期几,是否节假日,温度,大气压,风速,能见度
2023-07-29,KN5978,116702.85,179,153,1180,73U,08:10:00,10:25:00,7,29,5,False,28,755.4,6,10
2023-07-29,KN5738,251751.0,292,272,1178,33L,10:40:00,12:40:00,7,29,5,False,28,755.4,6,10
2023-07-29,KN5957,123832.0,185,167,1178,73V,13:55:00,16:05:00,7,29,5,False,28,756.2,6,10
2023-07-29,KN5955,237543.0,292,268,1178,33L,16:20:00,18:20:00,7,29,5,False,29,754.6,8,10
2023-07-29,KN5958,123547.0,185,166,1178,73V,17:10:00,19:30:00,7,29,5,False,28,754.6,8,10
2023-07-29,KN5956,169744.0,292,222,1178,33L,19:40:00,21:40:00,7,29,5,False,28,755.4,6,10
2023-07-29,KN5977,99834.0,185,116,1176,73V,23:00:00,01:15:00,7,29,5,False,28,756.2,5,10
2023-07-30,KN5737,147468.67,292,188,1178,33L,07:25:00,09:25:00,7,30,6,False,29,756.2,6,10
2023-07-30,KN5978,101368.73,185,131,1180,73V,08:10:00,10:25:00,7,30,6,False,31,756.2,7,10
2023-07-30,KN5738,222015.0,292,242,1178,33L,10:40:00,12:40:00,7,30,6,False,31,756.9,8,10
2023-07-30,KN5957,144510.0,185,166,1178,73V,13:55:00,16:05:00,7,30,6,False,32,756.2,7,10
2023-07-30,KN5955,281713.0,292,247,1178,33L,16:20:00,18:20:00,7,30,6,False,32,755.4,7,10
2023-07-30,KN5958,160780.0,185,163,1178,73V,17:10:00,19:30:00,7,30,6,False,31,755.4,7,10
2023-07-30,KN5956,221867.0,292,187,1178,33L,20:40:00,22:55:00,7,30,6,False,29,756.2,7,10
2023-07-30,KN5977,140504.0,185,170,1176,73V,20:45:00,23:05:00,7,30,6,False,29,756.2,7,10
2023-07-31,KN5737,183691.0,292,217,1178,33L,07:25:00,09:25:00,7,31,0,False,29,756.9,4,10
2023-07-31,KN5978,121795.5,185,168,1180,73V,08:10:00,10:25:00,7,31,0,False,30,756.9,5,10
2023-07-31,KN5738,216485.0,292,234,1178,33L,10:40:00,12:40:00,7,31,0,False,33,757.7,5,10
2023-07-31,KN5957,109973.0,185,135,1178,73V,13:55:00,16:05:00,7,31,0,False,34,756.2,6,10
2023-07-31,KN5958,38930.0,185,173,1178,73V,17:10:00,19:30:00,7,31,0,False,32,755.4,6,10
2023-07-31,KN5977,61407.0,185,125,1176,73V,21:35:00,23:55:00,7,31,0,False,29,756.9,5,10
2023-08-01,KN5737,214590.0,292,270,1178,33L,07:25:00,09:25:00,8,1,1,False,29,756.2,4,10
2023-08-01,KN5738,257928.0,292,276,1178,33L,10:40:00,12:40:00,8,1,1,False,27,756.9,4,3
2023-08-01,KN5957,135364.0,179,172,1178,73U,13:55:00,16:05:00,8,1,1,False,30,755.4,3,10
2023-08-01,KN5955,190952.0,292,239,1178,33L,16:20:00,18:20:00,8,1,1,False,31,754.6,5,10
2023-08-01,KN5958,104875.0,179,153,1178,73U,17:10:00,19:30:00,8,1,1,False,31,754.6,6,10
2023-08-01,KN5956,179250.0,292,221,1178,33L,19:40:00,21:40:00,8,1,1,False,29,755.4,5,10
2023-08-01,KN5977,113606.5,185,162,1176,73V,20:45:00,22:55:00,8,1,1,False,29,755.4,4,10
2023-08-02,KN5737,147054.0,292,195,1178,33L,07:25:00,09:25:00,8,2,2,False,29,755.4,3,10
2023-08-02,KN5978,101677.55,185,134,1180,73V,08:10:00,10:25:00,8,2,2,False,30,755.4,3,10
2023-08-02,KN5738,223039.0,292,262,1178,33L,10:40:00,12:40:00,8,2,2,False,32,755.4,5,10
2023-08-02,KN5957,99538.0,185,140,1178,73V,13:55:00,16:05:00,8,2,2,False,34,753.9,6,10
2023-08-02,KN5955,215879.0,292,257,1178,33L,16:20:00,18:20:00,8,2,2,False,33,753.1,6,10
2023-08-02,KN5958,107287.0,185,155,1178,73V,17:10:00,19:30:00,8,2,2,False,33,753.1,5,10
2023-08-02,KN5956,147199.0,292,159,1178,33L,19:40:00,21:55:00,8,2,2,False,30,753.1,5,10
2023-08-02,KN5977,93493.0,185,129,1176,73V,20:45:00,23:05:00,8,2,2,False,30,753.1,4,10
2023-08-03,KN5737,178082.5,292,226,1178,33L,07:25:00,09:25:00,8,3,3,False,29,752.3,4,10
2023-08-03,KN5978,93290.55,185,123,1180,73V,08:10:00,10:25:00,8,3,3,False,30,753.1,6,10
2023-08-03,KN5738,226787.0,292,263,1178,33L,10:40:00,12:40:00,8,3,3,False,32,752.3,6,10
2023-08-03,KN5957,111899.0,185,155,1178,73V,13:55:00,16:05:00,8,3,3,False,33,751.6,8,10
2023-08-03,KN5955,224173.0,292,269,1178,33L,16:20:00,18:20:00,8,3,3,False,33,750.8,7,10
2023-08-03,KN5958,119578.0,185,174,1178,73V,17:10:00,19:30:00,8,3,3,False,32,750.8,7,10
2023-08-03,KN5956,200414.0,292,260,1178,33L,19:40:00,21:40:00,8,3,3,False,30,751.6,5,10
2023-08-03,KN5977,104018.0,185,156,1176,73V,20:45:00,23:00:00,8,3,3,False,30,751.6,5,10
2023-08-04,KN5737,185147.75,292,254,1178,33L,07:25:00,09:25:00,8,4,4,False,29,751.6,5,10
2023-08-04,KN5978,107995.0,185,143,1180,73V,08:10:00,10:25:00,8,4,4,False,30,751.6,5,10
2023-08-04,KN5738,210507.0,292,240,1178,33L,10:40:00,12:40:00,8,4,4,False,32,751.6,6,10
2023-08-04,KN5957,116917.0,185,140,1178,73V,13:55:00,16:05:00,8,4,4,False,34,750.8,6,10
2023-08-04,KN5955,244850.0,292,262,1178,33L,16:20:00,18:20:00,8,4,4,False,33,750.1,6,10
2023-08-04,KN5958,196149.0,185,172,1178,73V,19:00:00,21:20:00,8,4,4,False,31,750.8,5,10
2023-08-04,KN5956,234532.0,292,269,1178,33L,19:40:00,21:55:00,8,4,4,False,30,750.8,4,10
2023-08-04,KN5977,158835.5,185,135,1176,73V,22:30:00,00:40:00,8,4,4,False,29,750.8,5,10
2023-08-05,KN5737,187531.0,292,250,1178,33L,07:25:00,09:25:00,8,5,5,False,29,750.8,5,10
2023-08-05,KN5978,123556.0,185,162,1180,73V,08:10:00,10:25:00,8,5,5,False,29,750.8,5,10
2023-08-05,KN5738,243717.0,292,271,1178,33L,10:40:00,12:40:00,8,5,5,False,32,750.8,5,10
2023-08-05,KN5957,125438.0,179,153,1178,73U,13:55:00,16:05:00,8,5,5,False,34,750.1,3,10
2023-08-05,KN5955,221105.0,292,214,1178,33L,16:20:00,18:20:00,8,5,5,False,34,749.3,4,10
2023-08-05,KN5958,122327.0,179,145,1178,73U,17:10:00,19:30:00,8,5,5,False,34,749.3,4,10
2023-08-05,KN5956,174378.0,292,131,1178,33L,19:40:00,21:40:00,8,5,5,False,32,750.1,3,10
2023-08-05,KN5977,102788.0,185,155,1176,73V,20:45:00,23:00:00,8,5,5,False,31,750.8,3,10
2023-08-06,KN5737,158076.0,292,217,1178,33L,07:25:00,09:25:00,8,6,6,False,30,750.1,2,10
2023-08-06,KN5978,121925.0,185,158,1180,73V,08:10:00,10:25:00,8,6,6,False,31,750.1,2,10
2023-08-06,KN5738,262027.67,292,288,1178,33L,10:40:00,12:40:00,8,6,6,False,35,749.3,2,10
2023-08-06,KN5957,150842.0,185,179,1178,73V,13:55:00,16:05:00,8,6,6,False,36,748.5,4,10
2023-08-06,KN5955,280131.0,292,289,1178,33L,16:20:00,18:20:00,8,6,6,False,36,748.5,5,10
2023-08-06,KN5958,147223.0,185,183,1178,73V,17:10:00,19:30:00,8,6,6,False,36,747.8,3,10
2023-08-06,KN5956,279093.0,292,274,1178,33L,19:40:00,21:55:00,8,6,6,False,31,749.3,5,10
2023-08-06,KN5977,140607.0,185,185,1176,73V,20:45:00,23:05:00,8,6,6,False,31,749.3,4,10
2023-08-07,KN5737,239645.0,292,288,1178,33L,07:25:00,09:25:00,8,7,0,False,29,750.1,3,10
2023-08-07,KN5978,137336.8,185,181,1180,73V,08:10:00,10:25:00,8,7,0,False,32,750.8,2,10
2023-08-07,KN5738,248306.0,292,273,1178,33L,10:40:00,12:40:00,8,7,0,False,32,750.1,4,10
2023-08-07,KN5957,150977.0,185,181,1178,73V,13:55:00,16:05:00,8,7,0,False,35,749.3,5,10
2023-08-07,KN5955,255332.0,292,270,1178,33L,16:20:00,18:20:00,8,7,0,False,33,748.5,7,10
2023-08-07,KN5958,154929.0,185,177,1178,73V,17:10:00,19:30:00,8,7,0,False,32,748.5,5,10
2023-08-07,KN5956,224090.0,292,256,1178,33L,19:40:00,21:55:00,8,7,0,False,30,750.1,5,10
2023-08-07,KN5977,112279.0,185,140,1176,73V,20:45:00,23:05:00,8,7,0,False,30,750.8,5,10
2023-08-08,KN5737,207005.0,292,262,1178,33L,07:25:00,09:25:00,8,8,1,False,29,751.6,4,10
2023-08-08,KN5978,110877.38,185,173,1180,73V,08:10:00,10:25:00,8,8,1,False,30,751.6,4,10
2023-08-08,KN5738,251639.0,292,275,1178,33L,10:40:00,12:40:00,8,8,1,False,33,751.6,4,10
2023-08-08,KN5957,144836.0,185,178,1178,73V,13:55:00,16:05:00,8,8,1,False,34,751.6,5,10
2023-08-08,KN5955,242775.0,292,275,1178,33L,16:20:00,18:20:00,8,8,1,False,33,750.8,4,10
2023-08-08,KN5958,110145.0,185,145,1178,73V,17:10:00,19:30:00,8,8,1,False,33,750.8,4,10
2023-08-08,KN5956,236334.0,292,273,1178,33L,19:40:00,21:40:00,8,8,1,False,30,751.6,6,10
2023-08-08,KN5977,124416.0,185,153,1176,73V,20:45:00,22:55:00,8,8,1,False,29,752.3,6,10
2023-08-09,KN5737,198718.75,292,264,1178,33L,07:25:00,09:25:00,8,9,2,False,28,752.3,3,10
2023-08-09,KN5978,114026.75,185,155,1180,73V,08:10:00,10:25:00,8,9,2,False,29,753.1,4,10
2023-08-09,KN5738,251939.0,292,268,1178,33L,10:40:00,12:40:00,8,9,2,False,33,752.3,5,10
2023-08-09,KN5957,112458.0,143,133,1178,73S,13:55:00,16:05:00,8,9,2,False,35,751.6,5,10
2023-08-09,KN5955,267397.0,292,258,1178,33L,16:20:00,18:20:00,8,9,2,False,32,750.8,5,10
2023-08-09,KN5958,111026.0,143,135,1178,73S,17:10:00,19:30:00,8,9,2,False,29,751.6,8,3
2023-08-09,KN5956,181379.0,292,236,1178,33L,19:40:00,21:55:00,8,9,2,False,30,752.3,5,10
2023-08-09,KN5977,107993.0,185,160,1176,73V,20:45:00,23:05:00,8,9,2,False,30,753.1,5,10
2023-08-10,KN5737,193153.0,292,255,1178,33L,07:25:00,09:25:00,8,10,3,False,28,753.1,4,7
2023-08-10,KN5978,124329.34,185,170,1180,73V,08:10:00,10:25:00,8,10,3,False,30,753.1,5,8
2023-08-10,KN5738,276780.0,292,282,1178,33L,10:40:00,12:40:00,8,10,3,False,33,753.1,4,10
2023-08-10,KN5957,150545.0,185,176,1178,73V,13:55:00,16:05:00,8,10,3,False,36,753.1,4,10
2023-08-10,KN5955,256714.0,292,267,1178,33L,16:20:00,18:20:00,8,10,3,False,36,752.3,3,10
2023-08-10,KN5958,135065.0,185,163,1178,73V,17:10:00,19:30:00,8,10,3,False,34,752.3,4,10
2023-08-10,KN5956,224705.0,292,267,1178,33L,19:40:00,21:40:00,8,10,3,False,32,753.1,3,10
2023-08-10,KN5977,132189.5,185,177,1176,73V,20:45:00,23:00:00,8,10,3,False,32,753.1,3,10
2023-08-11,KN5737,196176.0,292,259,1178,33L,07:25:00,09:25:00,8,11,4,False,30,753.9,2,10
2023-08-11,KN5978,129918.0,185,167,1180,73V,08:10:00,10:25:00,8,11,4,False,31,753.9,2,10
2023-08-11,KN5738,224489.0,292,249,1178,33L,10:40:00,12:40:00,8,11,4,False,35,753.1,2,10
2023-08-11,KN5957,150198.0,185,164,1178,73V,13:55:00,16:05:00,8,11,4,False,36,751.6,1,10
2023-08-11,KN5955,281253.0,292,278,1178,33L,16:20:00,18:20:00,8,11,4,False,36,750.8,4,10
2023-08-11,KN5958,197333.0,185,173,1178,73V,17:10:00,19:30:00,8,11,4,False,36,750.8,2,10
2023-08-11,KN5977,175320.0,185,168,1176,73V,21:45:00,23:55:00,8,11,4,False,31,753.1,5,10
2023-08-12,KN5737,190317.0,292,239,1178,33L,07:25:00,09:25:00,8,12,5,False,30,752.3,3,7
2023-08-12,KN5978,141564.09,185,176,1180,73V,08:10:00,10:25:00,8,12,5,False,32,752.3,4,10
2023-08-12,KN5738,251290.0,292,256,1178,33L,10:40:00,12:40:00,8,12,5,False,35,752.3,4,10
2023-08-12,KN5957,140067.0,185,166,1178,73V,13:55:00,16:05:00,8,12,5,False,37,750.8,2,10
2023-08-12,KN5955,156193.0,185,173,1178,73V,16:20:00,18:20:00,8,12,5,False,37,750.1,4,10
2023-08-12,KN5958,133267.0,185,154,1178,73V,17:10:00,19:30:00,8,12,5,False,36,750.1,5,10
2023-08-12,KN5956,137888.0,185,167,1178,73V,19:40:00,21:40:00,8,12,5,False,32,750.8,6,10
2023-08-12,KN5977,99539.0,185,132,1176,73V,20:45:00,23:00:00,8,12,5,False,31,751.6,4,10
2023-08-13,KN5737,170692.25,292,226,1178,33L,07:25:00,09:25:00,8,13,6,False,30,751.6,3,10
2023-08-13,KN5978,135581.25,185,165,1180,73V,08:10:00,10:25:00,8,13,6,False,32,751.6,3,10
2023-08-13,KN5738,252526.76,292,255,1178,33L,10:40:00,12:40:00,8,13,6,False,35,751.6,2,10
2023-08-13,KN5957,149860.0,185,160,1178,73V,13:55:00,16:05:00,8,13,6,False,37,750.1,3,10
2023-08-13,KN5955,137380.0,179,154,1178,73U,16:20:00,18:20:00,8,13,6,False,36,750.1,4,10
2023-08-13,KN5958,183740.0,185,176,1178,73V,17:10:00,19:30:00,8,13,6,False,35,750.1,4,10
2023-08-13,KN5956,164791.7,179,170,1178,73U,19:40:00,21:55:00,8,13,6,False,32,750.8,4,10
2023-08-13,KN5977,127750.0,185,157,1176,73V,20:45:00,23:05:00,8,13,6,False,31,751.6,4,10
2023-08-14,KN5978,130557.43,185,153,1180,73V,08:10:00,10:25:00,8,14,0,False,31,752.3,2,10
2023-08-14,KN5738,280085.0,292,277,1178,33L,10:40:00,12:40:00,8,14,0,False,33,753.1,4,10
2023-08-14,KN5957,139016.0,185,160,1178,73V,13:55:00,16:05:00,8,14,0,False,34,751.6,4,10
2023-08-14,KN5955,249635.0,292,269,1178,33L,16:20:00,18:20:00,8,14,0,False,34,751.6,5,10
2023-08-14,KN5958,138928.0,185,158,1178,73V,17:10:00,19:30:00,8,14,0,False,33,751.6,5,10
2023-08-14,KN5956,214977.0,292,266,1178,33L,19:40:00,21:55:00,8,14,0,False,31,752.3,4,10
2023-08-14,KN5977,102652.0,185,151,1176,73V,20:45:00,23:05:00,8,14,0,False,31,753.1,4,10
2023-08-15,KN5737,181816.0,292,253,1178,33L,07:25:00,09:25:00,8,15,1,False,29,753.9,3,10
2023-08-15,KN5978,124352.13,185,169,1180,73V,08:10:00,10:25:00,8,15,1,False,29,754.6,3,10
2023-08-15,KN5738,260219.0,292,270,1178,33L,10:40:00,12:40:00,8,15,1,False,31,754.6,2,10
2023-08-15,KN5957,131638.0,185,162,1178,73V,13:55:00,16:05:00,8,15,1,False,33,753.1,5,10
2023-08-15,KN5955,240856.0,292,253,1178,33L,16:20:00,18:20:00,8,15,1,False,33,753.1,4,10
2023-08-15,KN5958,124025.0,185,162,1178,73V,17:10:00,19:30:00,8,15,1,False,32,753.1,4,10
2023-08-15,KN5956,212225.0,292,265,1178,33L,19:40:00,21:40:00,8,15,1,False,31,753.9,3,10
2023-08-15,KN5977,151565.0,185,154,1176,73V,21:40:00,23:50:00,8,15,1,False,29,754.6,3,10
2023-08-16,KN5737,205105.0,292,257,1178,33L,07:25:00,09:25:00,8,16,2,False,29,754.6,1,10
2023-08-16,KN5978,138149.0,185,181,1180,73V,08:10:00,10:25:00,8,16,2,False,31,754.6,1,10
2023-08-16,KN5738,282276.0,292,282,1178,33L,10:40:00,12:40:00,8,16,2,False,33,754.6,2,10
2023-08-16,KN5957,144265.0,185,168,1178,73V,13:55:00,16:05:00,8,16,2,False,34,753.1,2,10
2023-08-16,KN5955,276779.0,292,286,1178,33L,16:20:00,18:20:00,8,16,2,False,30,753.1,5,10
2023-08-16,KN5958,147255.67,185,171,1178,73V,17:10:00,19:30:00,8,16,2,False,26,753.1,3,7
2023-08-16,KN5956,232650.0,292,272,1178,33L,19:40:00,21:55:00,8,16,2,False,29,753.1,2,10
2023-08-16,KN5977,130782.0,185,172,1176,73V,20:45:00,23:05:00,8,16,2,False,29,753.9,2,10
2023-08-17,KN5737,199715.0,292,261,1178,33L,07:25:00,09:25:00,8,17,3,False,29,753.1,2,10
2023-08-17,KN5978,126550.5,185,168,1180,73V,08:10:00,10:25:00,8,17,3,False,30,753.9,2,10
2023-08-17,KN5738,307513.0,292,286,1178,33L,10:40:00,12:40:00,8,17,3,False,33,753.9,1,10
2023-08-17,KN5957,150705.0,185,168,1178,73V,13:55:00,16:05:00,8,17,3,False,23,753.9,3,6
2023-08-17,KN5958,160696.0,185,179,1178,73V,17:10:00,19:30:00,8,17,3,False,25,752.3,6,10
2023-08-17,KN5955,326157.0,292,263,1178,33L,18:25:00,20:25:00,8,17,3,False,26,753.1,0,10
2023-08-17,KN5977,124557.0,185,173,1176,73V,20:45:00,23:00:00,8,17,3,False,26,754.6,2,10
2023-08-17,KN5956,303988.0,292,264,1178,33L,21:45:00,23:45:00,8,17,3,False,26,754.6,1,10
2023-08-18,KN5737,208568.0,292,245,1178,33L,07:25:00,09:25:00,8,18,4,False,27,754.6,1,10
2023-08-18,KN5978,130519.0,185,165,1180,73V,08:10:00,10:25:00,8,18,4,False,29,754.6,2,10
2023-08-18,KN5738,256858.0,292,263,1178,33L,10:40:00,12:40:00,8,18,4,False,33,754.6,3,10
2023-08-18,KN5957,144641.0,185,153,1178,73V,13:55:00,16:05:00,8,18,4,False,29,753.9,4,10
2023-08-18,KN5955,309450.0,292,260,1178,33L,16:20:00,18:20:00,8,18,4,False,31,753.9,4,10
2023-08-18,KN5958,192130.0,185,177,1178,73V,17:10:00,19:30:00,8,18,4,False,31,753.9,3,10
2023-08-18,KN5956,236813.72,292,163,1178,33L,19:40:00,21:55:00,8,18,4,False,30,754.6,4,10
2023-08-18,KN5977,176075.0,185,176,1176,73V,20:45:00,22:55:00,8,18,4,False,29,755.4,4,10
2023-08-19,KN5737,197943.0,292,273,1178,33L,07:25:00,09:25:00,8,19,5,False,28,756.9,3,10
2023-08-19,KN5978,121093.28,185,173,1180,73V,08:10:00,10:25:00,8,19,5,False,30,756.9,3,10
2023-08-19,KN5738,281668.0,292,263,1178,33L,10:40:00,12:40:00,8,19,5,False,32,756.9,4,10
2023-08-19,KN5957,126749.0,185,162,1178,73V,13:55:00,16:05:00,8,19,5,False,35,756.2,6,10
2023-08-19,KN5955,213807.0,292,245,1178,33L,16:20:00,18:20:00,8,19,5,False,32,755.4,6,10
2023-08-19,KN5958,138855.0,185,156,1178,73V,17:10:00,19:30:00,8,19,5,False,32,756.2,6,10
2023-08-19,KN5956,207485.0,292,259,1178,33L,19:40:00,21:40:00,8,19,5,False,30,756.2,6,10
2023-08-19,KN5977,106038.5,185,160,1176,73V,20:45:00,23:00:00,8,19,5,False,29,756.9,6,10
2023-08-20,KN5737,203262.0,292,261,1178,33L,07:25:00,09:25:00,8,20,6,False,29,757.7,4,10
2023-08-20,KN5978,138991.5,185,181,1180,73V,08:10:00,10:25:00,8,20,6,False,30,757.7,4,10
2023-08-20,KN5738,279626.0,292,273,1178,33L,10:40:00,12:40:00,8,20,6,False,33,757.7,5,10
2023-08-20,KN5957,154220.0,185,165,1178,73V,13:55:00,16:05:00,8,20,6,False,34,756.2,4,10
2023-08-20,KN5958,170118.0,185,175,1178,73V,17:10:00,19:30:00,8,20,6,False,33,755.4,6,10
2023-08-20,KN5955,320940.0,292,246,1178,33L,17:40:00,19:40:00,8,20,6,False,33,755.4,6,10
2023-08-20,KN5977,148750.0,185,171,1176,73V,20:45:00,23:05:00,8,20,6,False,30,756.2,5,10
2023-08-20,KN5956,345155.0,292,249,1178,33L,21:00:00,23:15:00,8,20,6,False,30,756.2,6,10
2023-08-21,KN5737,207225.0,584,548,1178,33L,07:25:00,09:25:00,8,21,0,False,30,754.6,4,10
2023-08-21,KN5978,147380.4,370,354,1180,73V,08:10:00,10:25:00,8,21,0,False,31,754.6,5,10
2023-08-21,KN5738,297158.0,584,550,1178,33L,10:40:00,12:40:00,8,21,0,False,33,753.9,5,10
2023-08-21,KN5957,126426.0,370,296,1178,73V,13:55:00,16:05:00,8,21,0,False,36,752.3,5,10
2023-08-21,KN5955,222680.0,584,540,1178,33L,16:20:00,18:20:00,8,21,0,False,35,751.6,4,10
2023-08-21,KN5958,136187.0,370,350,1178,73V,17:10:00,19:30:00,8,21,0,False,33,751.6,5,10
2023-08-21,KN5977,101789.0,358,335,1176,73U,20:45:00,23:05:00,8,21,0,False,31,753.1,4,10
2023-08-21,KN5956,231815.0,584,496,1178,33L,21:35:00,23:50:00,8,21,0,False,31,753.1,5,10
2023-08-22,KN5737,175089.0,292,251,1178,33L,07:25:00,09:25:00,8,22,1,False,30,752.3,1,10
2023-08-22,KN5978,108757.6,179,156,1180,73U,08:10:00,10:25:00,8,22,1,False,31,752.3,1,10
2023-08-22,KN5738,228586.0,292,270,1178,33L,10:40:00,12:40:00,8,22,1,False,33,752.3,3,10
2023-08-22,KN5957,113727.0,185,148,1178,73V,13:55:00,16:05:00,8,22,1,False,34,750.8,3,10
2023-08-22,KN5955,236401.0,292,263,1178,33L,16:20:00,18:20:00,8,22,1,False,27,751.6,5,10
2023-08-22,KN5958,123678.0,185,153,1178,73V,17:10:00,19:30:00,8,22,1,False,26,751.6,3,10
2023-08-22,KN5956,214834.0,292,234,1178,33L,19:40:00,21:40:00,8,22,1,False,26,752.3,1,10
2023-08-22,KN5977,125352.0,185,170,1176,73V,20:45:00,22:55:00,8,22,1,False,26,753.1,1,10
2023-08-23,KN5737,171497.0,292,257,1178,33L,07:25:00,09:25:00,8,23,2,False,28,753.9,2,7
2023-08-23,KN5978,134902.9,185,183,1180,73V,08:10:00,10:25:00,8,23,2,False,28,753.9,3,7
2023-08-23,KN5738,251738.0,292,285,1178,33L,10:40:00,12:40:00,8,23,2,False,31,754.6,3,8
2023-08-23,KN5957,124090.0,185,156,1178,73V,13:55:00,16:05:00,8,23,2,False,30,753.9,3,10
2023-08-23,KN5955,236264.0,292,264,1178,33L,16:55:00,18:55:00,8,23,2,False,27,753.9,5,10
2023-08-23,KN5958,143909.0,185,177,1178,73V,17:10:00,19:30:00,8,23,2,False,28,753.9,4,10
2023-08-23,KN5956,213596.0,292,262,1178,33L,20:15:00,22:30:00,8,23,2,False,29,755.4,3,10
2023-08-23,KN5977,107644.0,185,144,1176,73V,21:45:00,00:05:00,8,23,2,False,28,755.4,3,10
2023-08-24,KN5737,164223.0,292,257,1178,33L,07:25:00,09:25:00,8,24,3,False,27,756.2,2,10
2023-08-24,KN5978,111421.0,185,156,1180,73V,08:10:00,10:25:00,8,24,3,False,29,756.2,3,10
2023-08-24,KN5738,240237.0,292,257,1178,33L,10:40:00,12:40:00,8,24,3,False,31,756.9,2,10
2023-08-24,KN5957,122484.0,179,142,1178,73U,14:30:00,16:40:00,8,24,3,False,33,755.4,3,10
2023-08-24,KN5955,225885.0,292,265,1178,33L,16:20:00,18:20:00,8,24,3,False,33,755.4,3,10
2023-08-24,KN5958,135097.0,179,163,1178,73U,17:45:00,20:05:00,8,24,3,False,32,755.4,3,10
2023-08-24,KN5956,222288.0,292,260,1178,33L,19:40:00,21:40:00,8,24,3,False,30,756.2,3,10
2023-08-24,KN5977,129344.0,185,158,1176,73V,20:45:00,23:00:00,8,24,3,False,30,756.9,4,10
2023-08-25,KN5737,163484.22,292,240,1178,33L,07:25:00,09:25:00,8,25,4,False,29,756.9,3,10
2023-08-25,KN5978,133857.07,185,169,1180,73V,08:10:00,10:25:00,8,25,4,False,30,756.9,3,10
2023-08-25,KN5738,251555.0,292,278,1178,33L,10:40:00,12:40:00,8,25,4,False,32,757.7,3,10
2023-08-25,KN5957,116290.0,185,127,1178,73V,13:55:00,16:05:00,8,25,4,False,33,756.2,2,10
2023-08-25,KN5955,261125.0,292,275,1178,33L,16:20:00,18:20:00,8,25,4,False,32,755.4,5,10
2023-08-25,KN5958,186446.0,185,181,1178,73V,17:10:00,19:30:00,8,25,4,False,31,756.2,5,10
2023-08-25,KN5956,276612.67,292,266,1178,33L,19:40:00,21:55:00,8,25,4,False,29,756.9,4,10
2023-08-25,KN5977,133364.0,185,164,1176,73V,20:45:00,22:55:00,8,25,4,False,29,757.7,3,10
2023-08-26,KN5737,171351.0,292,238,1178,33L,07:25:00,09:25:00,8,26,5,False,28,756.9,2,10
2023-08-26,KN5978,127775.7,185,168,1180,73V,08:10:00,10:25:00,8,26,5,False,29,756.9,4,10
2023-08-26,KN5738,230451.0,292,261,1178,33L,10:40:00,12:40:00,8,26,5,False,32,756.2,3,10
2023-08-26,KN5957,105636.0,185,133,1178,73V,13:55:00,16:05:00,8,26,5,False,33,754.6,3,10
2023-08-26,KN5955,178003.0,292,243,1178,33L,16:20:00,18:20:00,8,26,5,False,32,753.9,5,10
2023-08-26,KN5958,88436.0,185,121,1178,73V,17:10:00,19:30:00,8,26,5,False,31,753.9,6,10
2023-08-26,KN5956,175518.4,292,231,1178,33L,19:40:00,21:40:00,8,26,5,False,30,755.4,5,10
2023-08-26,KN5977,83258.0,185,146,1176,73V,20:45:00,23:00:00,8,26,5,False,30,755.4,5,10
2023-08-27,KN5737,168042.0,292,257,1178,33L,07:25:00,09:25:00,8,27,6,False,29,753.9,3,10
2023-08-27,KN5978,74041.0,185,114,1180,73V,08:10:00,10:25:00,8,27,6,False,29,753.9,4,10
2023-08-27,KN5738,192203.0,292,234,1178,33L,10:40:00,12:40:00,8,27,6,False,32,753.9,5,10
2023-08-27,KN5957,133677.0,179,161,1178,73U,13:55:00,16:05:00,8,27,6,False,32,752.3,8,10
2023-08-27,KN5955,255788.0,292,274,1178,33L,16:20:00,18:20:00,8,27,6,False,33,751.6,7,10
2023-08-27,KN5958,150501.0,179,166,1178,73U,17:25:00,19:45:00,8,27,6,False,31,751.6,8,10
2023-08-27,KN5956,226811.9,292,262,1178,33L,19:40:00,21:55:00,8,27,6,False,29,751.6,6,10
2023-08-27,KN5977,104957.0,179,130,1176,73U,21:45:00,00:05:00,8,27,6,False,29,752.3,5,10
2023-08-28,KN5737,191732.0,292,251,1178,33L,07:25:00,09:25:00,8,28,0,False,29,750.8,5,10
2023-08-28,KN5978,109781.9,179,148,1180,73U,08:10:00,10:25:00,8,28,0,False,31,750.8,6,10
2023-08-28,KN5738,245876.0,292,267,1178,33L,10:40:00,12:40:00,8,28,0,False,33,750.8,5,10
2023-08-28,KN5957,119005.0,185,156,1178,73V,13:55:00,16:05:00,8,28,0,False,32,750.1,4,10
2023-08-28,KN5955,216947.0,292,258,1178,33L,16:20:00,18:20:00,8,28,0,False,27,750.8,3,10
2023-08-28,KN5958,66687.0,185,79,1178,73V,19:00:00,21:20:00,8,28,0,False,26,753.1,5,10
2023-08-28,KN5956,157824.0,292,210,1178,33L,19:40:00,21:55:00,8,28,0,False,25,753.1,5,10
2023-08-28,KN5977,99185.0,185,122,1176,73V,22:35:00,00:55:00,8,28,0,False,25,753.9,4,10
2023-08-29,KN5737,129993.0,292,207,1178,33L,07:25:00,09:25:00,8,29,1,False,23,755.4,4,8
2023-08-29,KN5978,94145.6,185,169,1180,73V,08:10:00,10:25:00,8,29,1,False,23,755.4,4,7
